# Traversio public API baseline
# Generated with: swift package dump-symbol-graph --minimum-access-level public --skip-synthesized-members
# Format: kind<TAB>path<TAB>precise-symbol-id<TAB>declaration
swift.enum.case	SSHOperationFailureCode.invalidResponse	s:9Traversio23SSHOperationFailureCodeO15invalidResponseyA2CmF	case invalidResponse
swift.enum.case	SSHOperationFailureCode.remoteDisconnect	s:9Traversio23SSHOperationFailureCodeO16remoteDisconnectyA2CmF	case remoteDisconnect
swift.enum.case	SSHOperationFailureCode.requestFailed	s:9Traversio23SSHOperationFailureCodeO13requestFailedyA2CmF	case requestFailed
swift.enum.case	SSHOperationFailureCode.timeout	s:9Traversio23SSHOperationFailureCodeO7timeoutyA2CmF	case timeout
swift.enum.case	SSHOperationFailureCode.transportClosed	s:9Traversio23SSHOperationFailureCodeO15transportClosedyA2CmF	case transportClosed
swift.enum.case	SSHOperationFailureCode.transportError	s:9Traversio23SSHOperationFailureCodeO14transportErroryA2CmF	case transportError
swift.enum.case	SSHOperationFailureCode.unexpectedChannelMessage	s:9Traversio23SSHOperationFailureCodeO24unexpectedChannelMessageyA2CmF	case unexpectedChannelMessage
swift.enum.case	SSHOperationFailureCode.unexpectedConnectionMessage	s:9Traversio23SSHOperationFailureCodeO27unexpectedConnectionMessageyA2CmF	case unexpectedConnectionMessage
swift.enum.case	SSHOperationFailureCode.unexpectedSFTPMessage	s:9Traversio23SSHOperationFailureCodeO21unexpectedSFTPMessageyA2CmF	case unexpectedSFTPMessage
swift.enum.case	SSHOperationFailureCode.unexpectedTransportMessage	s:9Traversio23SSHOperationFailureCodeO26unexpectedTransportMessageyA2CmF	case unexpectedTransportMessage
swift.enum.case	SSHOperationFailureCode.unknownChannel	s:9Traversio23SSHOperationFailureCodeO14unknownChannelyA2CmF	case unknownChannel
swift.enum.case	SSHOperationFailureCode.unsupportedRequest	s:9Traversio23SSHOperationFailureCodeO18unsupportedRequestyA2CmF	case unsupportedRequest
swift.enum.case	SSHOperationFailureCode.versionExchangeRequired	s:9Traversio23SSHOperationFailureCodeO23versionExchangeRequiredyA2CmF	case versionExchangeRequired
swift.struct	SSHOperationFailureDiagnostics	s:9Traversio30SSHOperationFailureDiagnosticsV	struct SSHOperationFailureDiagnostics
swift.property	SSHOperationFailureDiagnostics.clientIdentification	s:9Traversio30SSHOperationFailureDiagnosticsV20clientIdentificationSSvp	let clientIdentification: String
swift.property	SSHOperationFailureDiagnostics.didReceiveServerExtensionInfo	s:9Traversio30SSHOperationFailureDiagnosticsV29didReceiveServerExtensionInfoSbvp	let didReceiveServerExtensionInfo: Bool
swift.property	SSHOperationFailureDiagnostics.endpointHost	s:9Traversio30SSHOperationFailureDiagnosticsV12endpointHostSSvp	let endpointHost: String
swift.property	SSHOperationFailureDiagnostics.endpointPort	s:9Traversio30SSHOperationFailureDiagnosticsV12endpointPorts6UInt16Vvp	let endpointPort: UInt16
swift.property	SSHOperationFailureDiagnostics.keepaliveIntervalNanoseconds	s:9Traversio30SSHOperationFailureDiagnosticsV28keepaliveIntervalNanosecondss6UInt64VSgvp	let keepaliveIntervalNanoseconds: UInt64?
swift.property	SSHOperationFailureDiagnostics.keepaliveReplyTimeoutNanoseconds	s:9Traversio30SSHOperationFailureDiagnosticsV32keepaliveReplyTimeoutNanosecondss6UInt64VSgvp	let keepaliveReplyTimeoutNanoseconds: UInt64?
swift.property	SSHOperationFailureDiagnostics.localChannelID	s:9Traversio30SSHOperationFailureDiagnosticsV14localChannelIDs6UInt32VSgvp	let localChannelID: UInt32?
swift.property	SSHOperationFailureDiagnostics.negotiatedAlgorithms	s:9Traversio30SSHOperationFailureDiagnosticsV20negotiatedAlgorithmsAA022SSHNegotiatedTransportF0VSgvp	let negotiatedAlgorithms: SSHNegotiatedTransportAlgorithms?
swift.property	SSHOperationFailureDiagnostics.remoteChannelID	s:9Traversio30SSHOperationFailureDiagnosticsV15remoteChannelIDs6UInt32VSgvp	let remoteChannelID: UInt32?
swift.property	SSHOperationFailureDiagnostics.remoteDebugMessages	s:9Traversio30SSHOperationFailureDiagnosticsV19remoteDebugMessagesSayAA09SSHRemoteF7MessageVGvp	let remoteDebugMessages: [SSHRemoteDebugMessage]
swift.property	SSHOperationFailureDiagnostics.remoteDisconnect	s:9Traversio30SSHOperationFailureDiagnosticsV16remoteDisconnectAA09SSHRemoteF0VSgvp	let remoteDisconnect: SSHRemoteDisconnect?
swift.property	SSHOperationFailureDiagnostics.remoteIdentification	s:9Traversio30SSHOperationFailureDiagnosticsV20remoteIdentificationSSvp	let remoteIdentification: String
swift.property	SSHOperationFailureDiagnostics.requestType	s:9Traversio30SSHOperationFailureDiagnosticsV11requestTypeSSSgvp	let requestType: String?
swift.property	SSHOperationFailureDiagnostics.responseTimeoutNanoseconds	s:9Traversio30SSHOperationFailureDiagnosticsV26responseTimeoutNanosecondss6UInt64VSgvp	let responseTimeoutNanoseconds: UInt64?
swift.property	SSHOperationFailureDiagnostics.serverExtensionNames	s:9Traversio30SSHOperationFailureDiagnosticsV20serverExtensionNamesSaySSGvp	let serverExtensionNames: [String]
swift.property	SSHOperationFailureDiagnostics.sftpStatus	s:9Traversio30SSHOperationFailureDiagnosticsV10sftpStatusAA20SSHSFTPStatusDetailsVSgvp	let sftpStatus: SSHSFTPStatusDetails?
swift.property	SSHOperationFailureDiagnostics.username	s:9Traversio30SSHOperationFailureDiagnosticsV8usernameSSvp	let username: String
swift.enum	SSHOperationFailureScope	s:9Traversio24SSHOperationFailureScopeO	enum SSHOperationFailureScope
swift.enum.case	SSHOperationFailureScope.directStreamLocalChannel	s:9Traversio24SSHOperationFailureScopeO24directStreamLocalChannelyA2CmF	case directStreamLocalChannel
swift.enum.case	SSHOperationFailureScope.directTCPIPChannel	s:9Traversio24SSHOperationFailureScopeO18directTCPIPChannelyA2CmF	case directTCPIPChannel
swift.enum.case	SSHOperationFailureScope.forwardedStreamLocalChannel	s:9Traversio24SSHOperationFailureScopeO27forwardedStreamLocalChannelyA2CmF	case forwardedStreamLocalChannel
swift.enum.case	SSHOperationFailureScope.forwardedTCPIPChannel	s:9Traversio24SSHOperationFailureScopeO21forwardedTCPIPChannelyA2CmF	case forwardedTCPIPChannel
swift.init	SSHOperationFailureScope.init(rawValue:)	s:9Traversio24SSHOperationFailureScopeO8rawValueACSgSS_tcfc	init?(rawValue: String)
swift.enum.case	SSHOperationFailureScope.localPortForward	s:9Traversio24SSHOperationFailureScopeO16localPortForwardyA2CmF	case localPortForward
swift.enum.case	SSHOperationFailureScope.remotePortForward	s:9Traversio24SSHOperationFailureScopeO17remotePortForwardyA2CmF	case remotePortForward
swift.enum.case	SSHOperationFailureScope.remotePortForwardListener	s:9Traversio24SSHOperationFailureScopeO25remotePortForwardListeneryA2CmF	case remotePortForwardListener
swift.enum.case	SSHOperationFailureScope.remoteStreamLocalForwardListener	s:9Traversio24SSHOperationFailureScopeO32remoteStreamLocalForwardListeneryA2CmF	case remoteStreamLocalForwardListener
swift.enum.case	SSHOperationFailureScope.session	s:9Traversio24SSHOperationFailureScopeO7sessionyA2CmF	case session
swift.enum.case	SSHOperationFailureScope.sftp	s:9Traversio24SSHOperationFailureScopeO4sftpyA2CmF	case sftp
swift.struct	SSHPasswordChangeChallenge	s:9Traversio26SSHPasswordChangeChallengeV	struct SSHPasswordChangeChallenge
swift.property	SSHPasswordChangeChallenge.banners	s:9Traversio26SSHPasswordChangeChallengeV7bannersSayAA23SSHAuthenticationBannerVGvp	let banners: [SSHAuthenticationBanner]
swift.init	SSHPasswordChangeChallenge.init(username:serviceName:prompt:languageTag:banners:)	s:9Traversio26SSHPasswordChangeChallengeV8username11serviceName6prompt11languageTag7bannersACSS_S3SSayAA23SSHAuthenticationBannerVGtcfc	init(username: String, serviceName: String, prompt: String, languageTag: String, banners: [SSHAuthenticationBanner] = [])
swift.property	SSHPasswordChangeChallenge.languageTag	s:9Traversio26SSHPasswordChangeChallengeV11languageTagSSvp	let languageTag: String
swift.property	SSHPasswordChangeChallenge.prompt	s:9Traversio26SSHPasswordChangeChallengeV6promptSSvp	let prompt: String
swift.property	SSHPasswordChangeChallenge.serviceName	s:9Traversio26SSHPasswordChangeChallengeV11serviceNameSSvp	let serviceName: String
swift.property	SSHPasswordChangeChallenge.username	s:9Traversio26SSHPasswordChangeChallengeV8usernameSSvp	let username: String
swift.enum	SSHPortLatencyError	s:9Traversio19SSHPortLatencyErrorO	enum SSHPortLatencyError
swift.enum.case	SSHPortLatencyError.connectionTimedOut(endpointHost:endpointPort:timeout:)	s:9Traversio19SSHPortLatencyErrorO18connectionTimedOutyACSS_s6UInt16VSdtcACmF	case connectionTimedOut(endpointHost: String, endpointPort: UInt16, timeout: TimeInterval)
swift.property	SSHPortLatencyError.description	s:9Traversio19SSHPortLatencyErrorO11descriptionSSvp	var description: String { get }
swift.property	SSHPortLatencyError.diagnosticReport	s:9Traversio19SSHPortLatencyErrorO16diagnosticReportSSvp	var diagnosticReport: String { get }
swift.enum.case	SSHPortLatencyError.firstServerByteTimedOut(endpointHost:endpointPort:timeout:)	s:9Traversio19SSHPortLatencyErrorO23firstServerByteTimedOutyACSS_s6UInt16VSdtcACmF	case firstServerByteTimedOut(endpointHost: String, endpointPort: UInt16, timeout: TimeInterval)
swift.enum.case	SSHPortLatencyError.invalidConnectTimeout(_:)	s:9Traversio19SSHPortLatencyErrorO21invalidConnectTimeoutyACSdcACmF	case invalidConnectTimeout(TimeInterval)
swift.enum.case	SSHPortLatencyError.invalidDelayBetweenSamples(_:)	s:9Traversio19SSHPortLatencyErrorO26invalidDelayBetweenSamplesyACSdcACmF	case invalidDelayBetweenSamples(TimeInterval)
swift.enum.case	SSHPortLatencyError.invalidFirstServerByteTimeout(_:)	s:9Traversio19SSHPortLatencyErrorO29invalidFirstServerByteTimeoutyACSdcACmF	case invalidFirstServerByteTimeout(TimeInterval)
swift.enum.case	SSHPortLatencyError.invalidSampleCount(_:)	s:9Traversio19SSHPortLatencyErrorO18invalidSampleCountyACSicACmF	case invalidSampleCount(Int)
swift.enum.case	SSHPortLatencyError.noSuccessfulSamples(endpointHost:endpointPort:failureCount:)	s:9Traversio19SSHPortLatencyErrorO19noSuccessfulSamplesyACSS_s6UInt16VSitcACmF	case noSuccessfulSamples(endpointHost: String, endpointPort: UInt16, failureCount: Int)
swift.struct	SSHPortLatencyFailure	s:9Traversio21SSHPortLatencyFailureV	struct SSHPortLatencyFailure
swift.property	SSHPortLatencyFailure.attempt	s:9Traversio21SSHPortLatencyFailureV7attemptSivp	let attempt: Int
swift.init	SSHPortLatencyFailure.init(from:)	s:9Traversio21SSHPortLatencyFailureV4fromACs7Decoder_p_tKcfc	init(from decoder: any Decoder) throws
swift.property	SSHPortLatencyFailure.message	s:9Traversio21SSHPortLatencyFailureV7messageSSvp	let message: String
swift.struct	SSHPortLatencyOptions	s:9Traversio21SSHPortLatencyOptionsV	struct SSHPortLatencyOptions
swift.property	SSHPortLatencyOptions.connectTimeout	s:9Traversio21SSHPortLatencyOptionsV14connectTimeoutSdvp	let connectTimeout: TimeInterval
swift.type.property	SSHPortLatencyOptions.defaultConnectTimeout	s:9Traversio21SSHPortLatencyOptionsV21defaultConnectTimeoutSdvpZ	static let defaultConnectTimeout: TimeInterval
swift.type.property	SSHPortLatencyOptions.defaultDelayBetweenSamples	s:9Traversio21SSHPortLatencyOptionsV26defaultDelayBetweenSamplesSdvpZ	static let defaultDelayBetweenSamples: TimeInterval
swift.type.property	SSHPortLatencyOptions.defaultFirstServerByteTimeout	s:9Traversio21SSHPortLatencyOptionsV29defaultFirstServerByteTimeoutSdvpZ	static let defaultFirstServerByteTimeout: TimeInterval
swift.type.property	SSHPortLatencyOptions.defaultSampleCount	s:9Traversio21SSHPortLatencyOptionsV18defaultSampleCountSivpZ	static let defaultSampleCount: Int
swift.property	SSHPortLatencyOptions.delayBetweenSamples	s:9Traversio21SSHPortLatencyOptionsV19delayBetweenSamplesSdvp	let delayBetweenSamples: TimeInterval
swift.property	SSHPortLatencyOptions.firstServerByteTimeout	s:9Traversio21SSHPortLatencyOptionsV22firstServerByteTimeoutSdvp	let firstServerByteTimeout: TimeInterval
swift.init	SSHPortLatencyOptions.init(from:)	s:9Traversio21SSHPortLatencyOptionsV4fromACs7Decoder_p_tKcfc	init(from decoder: any Decoder) throws
swift.init	SSHPortLatencyOptions.init(sampleCount:connectTimeout:firstServerByteTimeout:delayBetweenSamples:)	s:9Traversio21SSHPortLatencyOptionsV11sampleCount14connectTimeout015firstServerByteH019delayBetweenSamplesACSi_S3dtcfc	init(sampleCount: Int = Self.defaultSampleCount, connectTimeout: TimeInterval = Self.defaultConnectTimeout, firstServerByteTimeout: TimeInterval = Self.defaultFirstServerByteTimeout, delayBetweenSamples: TimeInterval = Self.defaultDelayBetweenSamples)
swift.property	SSHPortLatencyOptions.sampleCount	s:9Traversio21SSHPortLatencyOptionsV11sampleCountSivp	let sampleCount: Int
swift.property	SSHPortLatencyOptions.sshServiceRequestTimeout	s:9Traversio21SSHPortLatencyOptionsV24sshServiceRequestTimeoutSdvp	var sshServiceRequestTimeout: TimeInterval { get }
swift.method	SSHPortLatencyOptions.validate()	s:9Traversio21SSHPortLatencyOptionsV8validateyyKF	func validate() throws
swift.struct	SSHPortLatencyReport	s:9Traversio20SSHPortLatencyReportV	struct SSHPortLatencyReport
swift.property	SSHPortLatencyReport.connectRTTStatistics	s:9Traversio20SSHPortLatencyReportV20connectRTTStatisticsAA0bC10StatisticsVvp	let connectRTTStatistics: SSHPortLatencyStatistics
swift.property	SSHPortLatencyReport.endpointHost	s:9Traversio20SSHPortLatencyReportV12endpointHostSSvp	let endpointHost: String
swift.property	SSHPortLatencyReport.endpointPort	s:9Traversio20SSHPortLatencyReportV12endpointPorts6UInt16Vvp	let endpointPort: UInt16
swift.property	SSHPortLatencyReport.estimatedPathOneWayFromFirstServerByteStatistics	s:9Traversio20SSHPortLatencyReportV48estimatedPathOneWayFromFirstServerByteStatisticsAA0bcM0Vvp	let estimatedPathOneWayFromFirstServerByteStatistics: SSHPortLatencyStatistics
swift.property	SSHPortLatencyReport.estimatedPathOneWayFromSSHServiceRequestStatistics	s:9Traversio20SSHPortLatencyReportV50estimatedPathOneWayFromSSHServiceRequestStatisticsAA0bcL0Vvp	var estimatedPathOneWayFromSSHServiceRequestStatistics: SSHPortLatencyStatistics { get }
swift.property	SSHPortLatencyReport.failedSampleCount	s:9Traversio20SSHPortLatencyReportV17failedSampleCountSivp	var failedSampleCount: Int { get }
swift.property	SSHPortLatencyReport.failures	s:9Traversio20SSHPortLatencyReportV8failuresSayAA0bC7FailureVGvp	let failures: [SSHPortLatencyFailure]
swift.property	SSHPortLatencyReport.firstServerByteAfterConnectStatistics	s:9Traversio20SSHPortLatencyReportV37firstServerByteAfterConnectStatisticsAA0bcJ0Vvp	let firstServerByteAfterConnectStatistics: SSHPortLatencyStatistics
swift.init	SSHPortLatencyReport.init(from:)	s:9Traversio20SSHPortLatencyReportV4fromACs7Decoder_p_tKcfc	init(from decoder: any Decoder) throws
swift.property	SSHPortLatencyReport.options	s:9Traversio20SSHPortLatencyReportV7optionsAA0bC7OptionsVvp	let options: SSHPortLatencyOptions
swift.property	SSHPortLatencyReport.requestedSampleCount	s:9Traversio20SSHPortLatencyReportV20requestedSampleCountSivp	var requestedSampleCount: Int { get }
swift.property	SSHPortLatencyReport.samples	s:9Traversio20SSHPortLatencyReportV7samplesSayAA0bC6SampleVGvp	let samples: [SSHPortLatencySample]
swift.property	SSHPortLatencyReport.sshServiceRequestRTTStatistics	s:9Traversio20SSHPortLatencyReportV30sshServiceRequestRTTStatisticsAA0bC10StatisticsVvp	var sshServiceRequestRTTStatistics: SSHPortLatencyStatistics { get }
swift.property	SSHPortLatencyReport.successfulSampleCount	s:9Traversio20SSHPortLatencyReportV21successfulSampleCountSivp	var successfulSampleCount: Int { get }
swift.struct	SSHPortLatencySample	s:9Traversio20SSHPortLatencySampleV	struct SSHPortLatencySample
swift.property	SSHPortLatencySample.attempt	s:9Traversio20SSHPortLatencySampleV7attemptSivp	let attempt: Int
swift.property	SSHPortLatencySample.connectRTT	s:9Traversio20SSHPortLatencySampleV10connectRTTSdvp	let connectRTT: TimeInterval
swift.property	SSHPortLatencySample.connectRTTMilliseconds	s:9Traversio20SSHPortLatencySampleV22connectRTTMillisecondsSdvp	var connectRTTMilliseconds: Double { get }
swift.property	SSHPortLatencySample.estimatedPathOneWayFromFirstServerByte	s:9Traversio20SSHPortLatencySampleV38estimatedPathOneWayFromFirstServerByteSdvp	var estimatedPathOneWayFromFirstServerByte: TimeInterval { get }
swift.property	SSHPortLatencySample.estimatedPathOneWayFromFirstServerByteMilliseconds	s:9Traversio20SSHPortLatencySampleV50estimatedPathOneWayFromFirstServerByteMillisecondsSdvp	var estimatedPathOneWayFromFirstServerByteMilliseconds: Double { get }
swift.property	SSHPortLatencySample.estimatedPathOneWayFromSSHServiceRequest	s:9Traversio20SSHPortLatencySampleV40estimatedPathOneWayFromSSHServiceRequestSdvp	var estimatedPathOneWayFromSSHServiceRequest: TimeInterval { get }
swift.property	SSHPortLatencySample.estimatedPathOneWayFromSSHServiceRequestMilliseconds	s:9Traversio20SSHPortLatencySampleV52estimatedPathOneWayFromSSHServiceRequestMillisecondsSdvp	var estimatedPathOneWayFromSSHServiceRequestMilliseconds: Double { get }
swift.property	SSHPortLatencySample.firstServerByteAfterConnect	s:9Traversio20SSHPortLatencySampleV27firstServerByteAfterConnectSdvp	let firstServerByteAfterConnect: TimeInterval
swift.property	SSHPortLatencySample.firstServerByteAfterConnectMilliseconds	s:9Traversio20SSHPortLatencySampleV39firstServerByteAfterConnectMillisecondsSdvp	var firstServerByteAfterConnectMilliseconds: Double { get }
swift.init	SSHPortLatencySample.init(from:)	s:9Traversio20SSHPortLatencySampleV4fromACs7Decoder_p_tKcfc	init(from decoder: any Decoder) throws
swift.property	SSHPortLatencySample.sshServiceRequestRTT	s:9Traversio20SSHPortLatencySampleV20sshServiceRequestRTTSdvp	var sshServiceRequestRTT: TimeInterval { get }
swift.property	SSHPortLatencySample.sshServiceRequestRTTMilliseconds	s:9Traversio20SSHPortLatencySampleV32sshServiceRequestRTTMillisecondsSdvp	var sshServiceRequestRTTMilliseconds: Double { get }
swift.struct	SSHPortLatencyStatistics	s:9Traversio24SSHPortLatencyStatisticsV	struct SSHPortLatencyStatistics
swift.property	SSHPortLatencyStatistics.averageMilliseconds	s:9Traversio24SSHPortLatencyStatisticsV19averageMillisecondsSdvp	var averageMilliseconds: Double { get }
swift.property	SSHPortLatencyStatistics.averageTimeInterval	s:9Traversio24SSHPortLatencyStatisticsV19averageTimeIntervalSdvp	let averageTimeInterval: TimeInterval
swift.init	SSHPortLatencyStatistics.init(from:)	s:9Traversio24SSHPortLatencyStatisticsV4fromACs7Decoder_p_tKcfc	init(from decoder: any Decoder) throws
swift.property	SSHPortLatencyStatistics.maximumMilliseconds	s:9Traversio24SSHPortLatencyStatisticsV19maximumMillisecondsSdvp	var maximumMilliseconds: Double { get }
swift.property	SSHPortLatencyStatistics.maximumTimeInterval	s:9Traversio24SSHPortLatencyStatisticsV19maximumTimeIntervalSdvp	let maximumTimeInterval: TimeInterval
swift.property	SSHPortLatencyStatistics.minimumMilliseconds	s:9Traversio24SSHPortLatencyStatisticsV19minimumMillisecondsSdvp	var minimumMilliseconds: Double { get }
swift.property	SSHPortLatencyStatistics.minimumTimeInterval	s:9Traversio24SSHPortLatencyStatisticsV19minimumTimeIntervalSdvp	let minimumTimeInterval: TimeInterval
swift.property	SSHPortLatencyStatistics.standardDeviationMilliseconds	s:9Traversio24SSHPortLatencyStatisticsV29standardDeviationMillisecondsSdvp	var standardDeviationMilliseconds: Double { get }
swift.property	SSHPortLatencyStatistics.standardDeviationTimeInterval	s:9Traversio24SSHPortLatencyStatisticsV29standardDeviationTimeIntervalSdvp	let standardDeviationTimeInterval: TimeInterval
swift.struct	SSHProxyJumpHost	s:9Traversio16SSHProxyJumpHostV	struct SSHProxyJumpHost
swift.property	SSHProxyJumpHost.authentication	s:9Traversio16SSHProxyJumpHostV14authenticationAA23SSHAuthenticationMethodOvp	var authentication: SSHAuthenticationMethod { get }
swift.property	SSHProxyJumpHost.authenticationMethods	s:9Traversio16SSHProxyJumpHostV21authenticationMethodsSayAA23SSHAuthenticationMethodOGvp	let authenticationMethods: [SSHAuthenticationMethod]
swift.property	SSHProxyJumpHost.automaticRekeyPolicy	s:9Traversio16SSHProxyJumpHostV20automaticRekeyPolicyAA012SSHAutomaticfG0Vvp	let automaticRekeyPolicy: SSHAutomaticRekeyPolicy
swift.property	SSHProxyJumpHost.compressionPreference	s:9Traversio16SSHProxyJumpHostV21compressionPreferenceAA014SSHCompressionF0Ovp	let compressionPreference: SSHCompressionPreference
swift.property	SSHProxyJumpHost.host	s:9Traversio16SSHProxyJumpHostV4hostSSvp	let host: String
swift.property	SSHProxyJumpHost.hostKeyPolicy	s:9Traversio16SSHProxyJumpHostV13hostKeyPolicyAA07SSHHostfG0Vvp	let hostKeyPolicy: SSHHostKeyPolicy
swift.init	SSHProxyJumpHost.init(host:port:username:authentication:hostKeyPolicy:compressionPreference:legacyAlgorithmOptions:automaticRekeyPolicy:keepalivePolicy:timeoutPolicy:)	s:9Traversio16SSHProxyJumpHostV4host4port8username14authentication0E9KeyPolicy21compressionPreference22legacyAlgorithmOptions014automaticRekeyJ009keepaliveJ007timeoutJ0ACSS_s6UInt16VSSAA23SSHAuthenticationMethodOAA07SSHHostiJ0VAA014SSHCompressionL0OAA09SSHLegacynO0VAA012SSHAutomaticqJ0VAA012SSHKeepaliveJ0VAA010SSHTimeoutJ0Vtcfc	init(host: String, port: UInt16 = 22, username: String, authentication: SSHAuthenticationMethod, hostKeyPolicy: SSHHostKeyPolicy, compressionPreference: SSHCompressionPreference = .disabled, legacyAlgorithmOptions: SSHLegacyAlgorithmOptions = .disabled, automaticRekeyPolicy: SSHAutomaticRekeyPolicy = .currentProfileDefault, keepalivePolicy: SSHKeepalivePolicy = .disabled, timeoutPolicy: SSHTimeoutPolicy = .currentProfileDefault)
